product_url,quantity,color
https://www.flipkart.com/portronics-1-10w-tws-portable-type-c-charging-10-w-bluetooth-speaker/p/itm2e678c5363181?pid=ACCG43UYES5YAHMJ&lid=LSTACCG43UYES5YAHMJMZBXYO&marketplace=FLIPKART&store=0pm%2F0o7&srno=b_1_5&otracker=browse&fm=organic&iid=033694aa-55c2-41cd-8e0d-97d2d7652542.ACCG43UYES5YAHMJ.SEARCH&ppt=browse&ppn=browse,2,
https://www.flipkart.com/boat-stone-350-music-streaming-jiosaavn-12hrs-battery-ipx7-tws-feature-10-w-bluetooth-speaker/p/itmba477fc3ec7ae?pid=ACCFVWMHBGUNFG97&lid=LSTACCFVWMHBGUNFG97UOBHG9&marketplace=FLIPKART&q=speakers&store=0pm%2F0o7&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=ff74e450-d3bf-40cd-a51c-4cf7e2f26d0b.ACCFVWMHBGUNFG97.SEARCH&ppt=sp&ppn=sp&ssid=exma8br59s0000001769400700870&qH=f448763397d1fff4,1,

